X1,X2,Rzeczywiste wartości,Wartości z wyrażenia
-100.0,-100.0,1.9870125982792965,-0.1369614989652963
-100.0,-98.0,1.9870125982792965,-0.1369614989652963
-100.0,-96.0,1.9870125982792965,-0.1369614989652963
-100.0,-94.0,1.9870125982792965,-0.1369614989652963
-100.0,-92.0,1.9870125982792965,-0.1369614989652963
-100.0,-90.0,1.9870125982792965,-0.1369614989652963
-100.0,-88.0,1.9870125982792965,-0.1369614989652963
-100.0,-86.0,1.9870125982792965,-0.1369614989652963
-100.0,-84.0,1.9870125982792965,-0.1369614989652963
-100.0,-82.0,1.9870125982792965,-0.1369614989652963
-100.0,-80.0,1.9870125982792965,-0.1369614989652963
-100.0,-78.0,1.9870125982792965,-0.1369614989652963
-100.0,-76.0,1.9870125982792965,-0.1369614989652963
-100.0,-74.0,1.9870125982792965,-0.1369614989652963
-100.0,-72.0,1.9870125982792965,-0.1369614989652963
-100.0,-70.0,1.9870125982792965,-0.1369614989652963
-100.0,-68.0,1.9870125982792965,-0.1369614989652963
-100.0,-66.0,1.9870125982792965,-0.1369614989652963
-100.0,-64.0,1.9870125982792965,-0.1369614989652963
-100.0,-62.0,1.9870125982792965,-0.1369614989652963
-100.0,-60.0,1.9870125982792965,-0.1369614989652963
-100.0,-58.0,1.9870125982792965,-0.1369614989652963
-100.0,-56.0,1.9870125982792965,-0.1369614989652963
-100.0,-54.0,1.9870125982792965,-0.1369614989652963
-100.0,-52.0,1.9870125982792965,-0.1369614989652963
-100.0,-50.0,1.9870125982792965,-0.1369614989652963
-100.0,-48.0,1.9870125982792965,-0.1369614989652963
-100.0,-46.0,1.9870125982792965,-0.1369614989652963
-100.0,-44.0,1.9870125982792965,-0.1369614989652963
-100.0,-42.0,1.9870125982792965,-0.1369614989652963
-100.0,-40.0,1.9870125982792965,-0.1369614989652963
-100.0,-38.0,1.9870125982792965,-0.1369614989652963
-100.0,-36.0,1.9870125982792965,-0.1369614989652963
-100.0,-34.0,1.9870125982792965,-0.1369614989652963
-100.0,-32.0,1.9870125982792965,-0.1369614989652963
-100.0,-30.0,1.9870125982792965,-0.1369614989652963
-100.0,-28.0,1.9870125982792965,-0.1369614989652963
-100.0,-26.0,1.9870125982792965,-0.1369614989652963
-100.0,-24.0,1.9870125982792965,-0.1369614989652963
-100.0,-22.0,1.9870125982792965,-0.1369614989652963
-100.0,-20.0,1.9870125982792965,-0.1369614989652963
-100.0,-18.0,1.9870125982792965,-0.1369614989652963
-100.0,-16.0,1.9870125982792965,-0.1369614989652963
-100.0,-14.0,1.9870125982792965,-0.1369614989652963
-100.0,-12.0,1.9870125982792965,-0.1369614989652963
-100.0,-10.0,1.9870125982792965,-0.1369614989652963
-100.0,-8.0,1.9870125982792965,-0.1369614989652963
-100.0,-6.0,1.9870125982792965,-0.1369614989652963
-100.0,-4.0,1.9870125982792965,-0.1369614989652963
-100.0,-2.0,1.9870125982792965,-0.1369614989652963
-100.0,0.0,1.9870125982792965,-0.1369614989652963
-100.0,2.0,1.9870125982792965,-0.1369614989652963
-100.0,4.0,1.9870125982792965,-0.1369614989652963
-100.0,6.0,1.9870125982792965,-0.1369614989652963
-100.0,8.0,1.9870125982792965,-0.1369614989652963
-100.0,10.0,1.9870125982792965,-0.1369614989652963
-100.0,12.0,1.9870125982792965,-0.1369614989652963
-100.0,14.0,1.9870125982792965,-0.1369614989652963
-100.0,16.0,1.9870125982792965,-0.1369614989652963
-100.0,18.0,1.9870125982792965,-0.1369614989652963
-100.0,20.0,1.9870125982792965,-0.1369614989652963
-100.0,22.0,1.9870125982792965,-0.1369614989652963
-100.0,24.0,1.9870125982792965,-0.1369614989652963
-100.0,26.0,1.9870125982792965,-0.1369614989652963
-100.0,28.0,1.9870125982792965,-0.1369614989652963
-100.0,30.0,1.9870125982792965,-0.1369614989652963
-100.0,32.0,1.9870125982792965,-0.1369614989652963
-100.0,34.0,1.9870125982792965,-0.1369614989652963
-100.0,36.0,1.9870125982792965,-0.1369614989652963
-100.0,38.0,1.9870125982792965,-0.1369614989652963
-100.0,40.0,1.9870125982792965,-0.1369614989652963
-100.0,42.0,1.9870125982792965,-0.1369614989652963
-100.0,44.0,1.9870125982792965,-0.1369614989652963
-100.0,46.0,1.9870125982792965,-0.1369614989652963
-100.0,48.0,1.9870125982792965,-0.1369614989652963
-100.0,50.0,1.9870125982792965,-0.1369614989652963
-100.0,52.0,1.9870125982792965,-0.1369614989652963
-100.0,54.0,1.9870125982792965,-0.1369614989652963
-100.0,56.0,1.9870125982792965,-0.1369614989652963
-100.0,58.0,1.9870125982792965,-0.1369614989652963
-100.0,60.0,1.9870125982792965,-0.1369614989652963
-100.0,62.0,1.9870125982792965,-0.1369614989652963
-100.0,64.0,1.9870125982792965,-0.1369614989652963
-100.0,66.0,1.9870125982792965,-0.1369614989652963
-100.0,68.0,1.9870125982792965,-0.1369614989652963
-100.0,70.0,1.9870125982792965,-0.1369614989652963
-100.0,72.0,1.9870125982792965,-0.1369614989652963
-100.0,74.0,1.9870125982792965,-0.1369614989652963
-100.0,76.0,1.9870125982792965,-0.1369614989652963
-100.0,78.0,1.9870125982792965,-0.1369614989652963
-100.0,80.0,1.9870125982792965,-0.1369614989652963
-100.0,82.0,1.9870125982792965,-0.1369614989652963
-100.0,84.0,1.9870125982792965,-0.1369614989652963
-100.0,86.0,1.9870125982792965,-0.1369614989652963
-100.0,88.0,1.9870125982792965,-0.1369614989652963
-100.0,90.0,1.9870125982792965,-0.1369614989652963
-100.0,92.0,1.9870125982792965,-0.1369614989652963
-100.0,94.0,1.9870125982792965,-0.1369614989652963
-100.0,96.0,1.9870125982792965,-0.1369614989652963
-100.0,98.0,1.9870125982792965,-0.1369614989652963
-100.0,100.0,1.9870125982792965,-0.1369614989652963
-98.0,-100.0,-0.6848238378234467,-0.14695219696335032
-98.0,-98.0,-0.6848238378234467,-0.14695219696335032
-98.0,-96.0,-0.6848238378234467,-0.14695219696335032
-98.0,-94.0,-0.6848238378234467,-0.14695219696335032
-98.0,-92.0,-0.6848238378234467,-0.14695219696335032
-98.0,-90.0,-0.6848238378234467,-0.14695219696335032
-98.0,-88.0,-0.6848238378234467,-0.14695219696335032
-98.0,-86.0,-0.6848238378234467,-0.14695219696335032
-98.0,-84.0,-0.6848238378234467,-0.14695219696335032
-98.0,-82.0,-0.6848238378234467,-0.14695219696335032
-98.0,-80.0,-0.6848238378234467,-0.14695219696335032
-98.0,-78.0,-0.6848238378234467,-0.14695219696335032
-98.0,-76.0,-0.6848238378234467,-0.14695219696335032
-98.0,-74.0,-0.6848238378234467,-0.14695219696335032
-98.0,-72.0,-0.6848238378234467,-0.14695219696335032
-98.0,-70.0,-0.6848238378234467,-0.14695219696335032
-98.0,-68.0,-0.6848238378234467,-0.14695219696335032
-98.0,-66.0,-0.6848238378234467,-0.14695219696335032
-98.0,-64.0,-0.6848238378234467,-0.14695219696335032
-98.0,-62.0,-0.6848238378234467,-0.14695219696335032
-98.0,-60.0,-0.6848238378234467,-0.14695219696335032
-98.0,-58.0,-0.6848238378234467,-0.14695219696335032
-98.0,-56.0,-0.6848238378234467,-0.14695219696335032
-98.0,-54.0,-0.6848238378234467,-0.14695219696335032
-98.0,-52.0,-0.6848238378234467,-0.14695219696335032
-98.0,-50.0,-0.6848238378234467,-0.14695219696335032
-98.0,-48.0,-0.6848238378234467,-0.14695219696335032
-98.0,-46.0,-0.6848238378234467,-0.14695219696335032
-98.0,-44.0,-0.6848238378234467,-0.14695219696335032
-98.0,-42.0,-0.6848238378234467,-0.14695219696335032
-98.0,-40.0,-0.6848238378234467,-0.14695219696335032
-98.0,-38.0,-0.6848238378234467,-0.14695219696335032
-98.0,-36.0,-0.6848238378234467,-0.14695219696335032
-98.0,-34.0,-0.6848238378234467,-0.14695219696335032
-98.0,-32.0,-0.6848238378234467,-0.14695219696335032
-98.0,-30.0,-0.6848238378234467,-0.14695219696335032
-98.0,-28.0,-0.6848238378234467,-0.14695219696335032
-98.0,-26.0,-0.6848238378234467,-0.14695219696335032
-98.0,-24.0,-0.6848238378234467,-0.14695219696335032
-98.0,-22.0,-0.6848238378234467,-0.14695219696335032
-98.0,-20.0,-0.6848238378234467,-0.14695219696335032
-98.0,-18.0,-0.6848238378234467,-0.14695219696335032
-98.0,-16.0,-0.6848238378234467,-0.14695219696335032
-98.0,-14.0,-0.6848238378234467,-0.14695219696335032
-98.0,-12.0,-0.6848238378234467,-0.14695219696335032
-98.0,-10.0,-0.6848238378234467,-0.14695219696335032
-98.0,-8.0,-0.6848238378234467,-0.14695219696335032
-98.0,-6.0,-0.6848238378234467,-0.14695219696335032
-98.0,-4.0,-0.6848238378234467,-0.14695219696335032
-98.0,-2.0,-0.6848238378234467,-0.14695219696335032
-98.0,0.0,-0.6848238378234467,-0.14695219696335032
-98.0,2.0,-0.6848238378234467,-0.14695219696335032
-98.0,4.0,-0.6848238378234467,-0.14695219696335032
-98.0,6.0,-0.6848238378234467,-0.14695219696335032
-98.0,8.0,-0.6848238378234467,-0.14695219696335032
-98.0,10.0,-0.6848238378234467,-0.14695219696335032
-98.0,12.0,-0.6848238378234467,-0.14695219696335032
-98.0,14.0,-0.6848238378234467,-0.14695219696335032
-98.0,16.0,-0.6848238378234467,-0.14695219696335032
-98.0,18.0,-0.6848238378234467,-0.14695219696335032
-98.0,20.0,-0.6848238378234467,-0.14695219696335032
-98.0,22.0,-0.6848238378234467,-0.14695219696335032
-98.0,24.0,-0.6848238378234467,-0.14695219696335032
-98.0,26.0,-0.6848238378234467,-0.14695219696335032
-98.0,28.0,-0.6848238378234467,-0.14695219696335032
-98.0,30.0,-0.6848238378234467,-0.14695219696335032
-98.0,32.0,-0.6848238378234467,-0.14695219696335032
-98.0,34.0,-0.6848238378234467,-0.14695219696335032
-98.0,36.0,-0.6848238378234467,-0.14695219696335032
-98.0,38.0,-0.6848238378234467,-0.14695219696335032
-98.0,40.0,-0.6848238378234467,-0.14695219696335032
-98.0,42.0,-0.6848238378234467,-0.14695219696335032
-98.0,44.0,-0.6848238378234467,-0.14695219696335032
-98.0,46.0,-0.6848238378234467,-0.14695219696335032
-98.0,48.0,-0.6848238378234467,-0.14695219696335032
