X1,X2,Rzeczywiste wartości,Wartości z wyrażenia
0.0,0.0,2.0,inf
0.0,1.0,2.0,inf
0.0,2.0,2.0,inf
0.0,3.0,2.0,inf
0.0,4.0,2.0,inf
0.0,5.0,2.0,inf
0.0,6.0,2.0,inf
0.0,7.0,2.0,inf
0.0,8.0,2.0,inf
0.0,9.0,2.0,inf
0.0,10.0,2.0,inf
0.0,11.0,2.0,inf
0.0,12.0,2.0,inf
0.0,13.0,2.0,inf
0.0,14.0,2.0,inf
0.0,15.0,2.0,inf
0.0,16.0,2.0,inf
0.0,17.0,2.0,inf
0.0,18.0,2.0,inf
0.0,19.0,2.0,inf
0.0,20.0,2.0,inf
0.0,21.0,2.0,inf
0.0,22.0,2.0,inf
0.0,23.0,2.0,inf
0.0,24.0,2.0,inf
0.0,25.0,2.0,inf
0.0,26.0,2.0,inf
0.0,27.0,2.0,inf
0.0,28.0,2.0,inf
0.0,29.0,2.0,inf
0.0,30.0,2.0,inf
0.0,31.0,2.0,inf
0.0,32.0,2.0,inf
0.0,33.0,2.0,inf
0.0,34.0,2.0,inf
0.0,35.0,2.0,inf
0.0,36.0,2.0,inf
0.0,37.0,2.0,inf
0.0,38.0,2.0,inf
0.0,39.0,2.0,inf
0.0,40.0,2.0,inf
0.0,41.0,2.0,inf
0.0,42.0,2.0,inf
0.0,43.0,2.0,inf
0.0,44.0,2.0,inf
0.0,45.0,2.0,inf
0.0,46.0,2.0,inf
0.0,47.0,2.0,inf
0.0,48.0,2.0,inf
0.0,49.0,2.0,inf
0.0,50.0,2.0,inf
0.0,51.0,2.0,inf
0.0,52.0,2.0,inf
0.0,53.0,2.0,inf
0.0,54.0,2.0,inf
0.0,55.0,2.0,inf
0.0,56.0,2.0,inf
0.0,57.0,2.0,inf
0.0,58.0,2.0,inf
0.0,59.0,2.0,inf
0.0,60.0,2.0,inf
0.0,61.0,2.0,inf
0.0,62.0,2.0,inf
0.0,63.0,2.0,inf
0.0,64.0,2.0,inf
0.0,65.0,2.0,inf
0.0,66.0,2.0,inf
0.0,67.0,2.0,inf
0.0,68.0,2.0,inf
0.0,69.0,2.0,inf
0.0,70.0,2.0,inf
0.0,71.0,2.0,inf
0.0,72.0,2.0,inf
0.0,73.0,2.0,inf
0.0,74.0,2.0,inf
0.0,75.0,2.0,inf
0.0,76.0,2.0,inf
0.0,77.0,2.0,inf
0.0,78.0,2.0,inf
0.0,79.0,2.0,inf
0.0,80.0,2.0,inf
0.0,81.0,2.0,inf
0.0,82.0,2.0,inf
0.0,83.0,2.0,inf
0.0,84.0,2.0,inf
0.0,85.0,2.0,inf
0.0,86.0,2.0,inf
0.0,87.0,2.0,inf
0.0,88.0,2.0,inf
0.0,89.0,2.0,inf
0.0,90.0,2.0,inf
0.0,91.0,2.0,inf
0.0,92.0,2.0,inf
0.0,93.0,2.0,inf
0.0,94.0,2.0,inf
0.0,95.0,2.0,inf
0.0,96.0,2.0,inf
0.0,97.0,2.0,inf
0.0,98.0,2.0,inf
0.0,99.0,2.0,inf
0.0,100.0,2.0,inf
1.0,0.0,1.5600301503404825,34.504589692842714
1.0,1.0,1.5600301503404825,34.504589692842735
1.0,2.0,1.5600301503404825,34.504589692842735
1.0,3.0,1.5600301503404825,34.504589692842735
1.0,4.0,1.5600301503404825,34.504589692842735
1.0,5.0,1.5600301503404825,34.504589692842735
1.0,6.0,1.5600301503404825,34.504589692842735
1.0,7.0,1.5600301503404825,34.50458969284273
1.0,8.0,1.5600301503404825,34.50458969284273
1.0,9.0,1.5600301503404825,34.50458969284273
1.0,10.0,1.5600301503404825,34.50458969284273
1.0,11.0,1.5600301503404825,34.50458969284273
1.0,12.0,1.5600301503404825,34.50458969284273
1.0,13.0,1.5600301503404825,34.50458969284273
1.0,14.0,1.5600301503404825,34.50458969284273
1.0,15.0,1.5600301503404825,34.50458969284273
1.0,16.0,1.5600301503404825,34.50458969284273
1.0,17.0,1.5600301503404825,34.50458969284273
1.0,18.0,1.5600301503404825,34.50458969284273
1.0,19.0,1.5600301503404825,34.50458969284273
1.0,20.0,1.5600301503404825,34.50458969284273
1.0,21.0,1.5600301503404825,34.50458969284273
1.0,22.0,1.5600301503404825,34.50458969284273
1.0,23.0,1.5600301503404825,34.50458969284273
1.0,24.0,1.5600301503404825,34.50458969284273
1.0,25.0,1.5600301503404825,34.50458969284273
1.0,26.0,1.5600301503404825,34.50458969284273
1.0,27.0,1.5600301503404825,34.50458969284273
1.0,28.0,1.5600301503404825,34.50458969284273
1.0,29.0,1.5600301503404825,34.50458969284273
1.0,30.0,1.5600301503404825,34.50458969284273
1.0,31.0,1.5600301503404825,34.50458969284273
1.0,32.0,1.5600301503404825,34.50458969284273
1.0,33.0,1.5600301503404825,34.50458969284273
1.0,34.0,1.5600301503404825,34.50458969284273
1.0,35.0,1.5600301503404825,34.50458969284273
1.0,36.0,1.5600301503404825,34.50458969284273
1.0,37.0,1.5600301503404825,34.50458969284273
1.0,38.0,1.5600301503404825,34.50458969284273
1.0,39.0,1.5600301503404825,34.50458969284273
1.0,40.0,1.5600301503404825,34.50458969284273
1.0,41.0,1.5600301503404825,34.50458969284273
1.0,42.0,1.5600301503404825,34.50458969284273
1.0,43.0,1.5600301503404825,34.50458969284273
1.0,44.0,1.5600301503404825,34.50458969284273
1.0,45.0,1.5600301503404825,34.50458969284273
1.0,46.0,1.5600301503404825,34.50458969284273
1.0,47.0,1.5600301503404825,34.50458969284273
1.0,48.0,1.5600301503404825,34.50458969284273
1.0,49.0,1.5600301503404825,34.50458969284273
1.0,50.0,1.5600301503404825,34.50458969284273
1.0,51.0,1.5600301503404825,34.50458969284273
1.0,52.0,1.5600301503404825,34.50458969284273
1.0,53.0,1.5600301503404825,34.50458969284273
1.0,54.0,1.5600301503404825,34.50458969284273
1.0,55.0,1.5600301503404825,34.50458969284273
1.0,56.0,1.5600301503404825,34.50458969284273
1.0,57.0,1.5600301503404825,34.50458969284273
1.0,58.0,1.5600301503404825,34.50458969284273
1.0,59.0,1.5600301503404825,34.50458969284273
1.0,60.0,1.5600301503404825,34.50458969284273
1.0,61.0,1.5600301503404825,34.50458969284273
1.0,62.0,1.5600301503404825,34.50458969284273
1.0,63.0,1.5600301503404825,34.50458969284273
1.0,64.0,1.5600301503404825,34.50458969284273
1.0,65.0,1.5600301503404825,34.50458969284273
1.0,66.0,1.5600301503404825,34.50458969284273
1.0,67.0,1.5600301503404825,34.50458969284273
1.0,68.0,1.5600301503404825,34.50458969284273
1.0,69.0,1.5600301503404825,34.50458969284273
1.0,70.0,1.5600301503404825,34.50458969284273
1.0,71.0,1.5600301503404825,34.50458969284273
1.0,72.0,1.5600301503404825,34.50458969284273
1.0,73.0,1.5600301503404825,34.50458969284273
1.0,74.0,1.5600301503404825,34.50458969284273
1.0,75.0,1.5600301503404825,34.50458969284273
1.0,76.0,1.5600301503404825,34.50458969284273
1.0,77.0,1.5600301503404825,34.50458969284273
1.0,78.0,1.5600301503404825,34.50458969284273
1.0,79.0,1.5600301503404825,34.50458969284273
1.0,80.0,1.5600301503404825,34.50458969284273
1.0,81.0,1.5600301503404825,34.50458969284273
1.0,82.0,1.5600301503404825,34.50458969284273
1.0,83.0,1.5600301503404825,34.50458969284273
1.0,84.0,1.5600301503404825,34.50458969284273
1.0,85.0,1.5600301503404825,34.50458969284273
1.0,86.0,1.5600301503404825,34.50458969284273
1.0,87.0,1.5600301503404825,34.50458969284273
1.0,88.0,1.5600301503404825,34.50458969284273
1.0,89.0,1.5600301503404825,34.50458969284273
1.0,90.0,1.5600301503404825,34.50458969284273
1.0,91.0,1.5600301503404825,34.50458969284273
1.0,92.0,1.5600301503404825,34.50458969284273
1.0,93.0,1.5600301503404825,34.50458969284273
1.0,94.0,1.5600301503404825,34.50458969284273
1.0,95.0,1.5600301503404825,34.504589692842714
1.0,96.0,1.5600301503404825,34.504589692842714
1.0,97.0,1.5600301503404825,34.504589692842714
1.0,98.0,1.5600301503404825,34.504589692842714
1.0,99.0,1.5600301503404825,34.504589692842714
1.0,100.0,1.5600301503404825,34.504589692842714
2.0,0.0,0.0091773117136117,-344.19272147356315
2.0,1.0,0.0091773117136117,-344.19272147358043
2.0,2.0,0.0091773117136117,-344.19272147357873
2.0,3.0,0.0091773117136117,-344.1927214735774
2.0,4.0,0.0091773117136117,-344.1927214735763
2.0,5.0,0.0091773117136117,-344.19272147357526
2.0,6.0,0.0091773117136117,-344.19272147357447
2.0,7.0,0.0091773117136117,-344.19272147357367
2.0,8.0,0.0091773117136117,-344.19272147357304
2.0,9.0,0.0091773117136117,-344.1927214735724
2.0,10.0,0.0091773117136117,-344.192721473572
2.0,11.0,0.0091773117136117,-344.19272147357157
2.0,12.0,0.0091773117136117,-344.19272147357117
2.0,13.0,0.0091773117136117,-344.1927214735708
2.0,14.0,0.0091773117136117,-344.1927214735704
2.0,15.0,0.0091773117136117,-344.19272147357015
2.0,16.0,0.0091773117136117,-344.1927214735699
2.0,17.0,0.0091773117136117,-344.19272147356963
2.0,18.0,0.0091773117136117,-344.1927214735693
2.0,19.0,0.0091773117136117,-344.1927214735691
2.0,20.0,0.0091773117136117,-344.19272147356895
2.0,21.0,0.0091773117136117,-344.1927214735688
2.0,22.0,0.0091773117136117,-344.19272147356855
2.0,23.0,0.0091773117136117,-344.19272147356844
2.0,24.0,0.0091773117136117,-344.19272147356816
2.0,25.0,0.0091773117136117,-344.19272147356804
2.0,26.0,0.0091773117136117,-344.19272147356793
2.0,27.0,0.0091773117136117,-344.1927214735678
2.0,28.0,0.0091773117136117,-344.19272147356764
2.0,29.0,0.0091773117136117,-344.19272147356753
2.0,30.0,0.0091773117136117,-344.19272147356753
2.0,31.0,0.0091773117136117,-344.19272147356736
2.0,32.0,0.0091773117136117,-344.19272147356725
2.0,33.0,0.0091773117136117,-344.1927214735672
2.0,34.0,0.0091773117136117,-344.19272147356713
2.0,35.0,0.0091773117136117,-344.192721473567
2.0,36.0,0.0091773117136117,-344.1927214735669
2.0,37.0,0.0091773117136117,-344.19272147356673
2.0,38.0,0.0091773117136117,-344.1927214735667
2.0,39.0,0.0091773117136117,-344.19272147356656
2.0,40.0,0.0091773117136117,-344.19272147356656
2.0,41.0,0.0091773117136117,-344.19272147356645
2.0,42.0,0.0091773117136117,-344.19272147356634
2.0,43.0,0.0091773117136117,-344.19272147356634
2.0,44.0,0.0091773117136117,-344.19272147356634
2.0,45.0,0.0091773117136117,-344.1927214735663
2.0,46.0,0.0091773117136117,-344.1927214735663
2.0,47.0,0.0091773117136117,-344.1927214735661
2.0,48.0,0.0091773117136117,-344.1927214735661
2.0,49.0,0.0091773117136117,-344.1927214735661
2.0,50.0,0.0091773117136117,-344.19272147356605
2.0,51.0,0.0091773117136117,-344.19272147356605
2.0,52.0,0.0091773117136117,-344.1927214735659
2.0,53.0,0.0091773117136117,-344.1927214735659
2.0,54.0,0.0091773117136117,-344.1927214735659
2.0,55.0,0.0091773117136117,-344.1927214735657
2.0,56.0,0.0091773117136117,-344.1927214735657
2.0,57.0,0.0091773117136117,-344.19272147356554
2.0,58.0,0.0091773117136117,-344.19272147356554
2.0,59.0,0.0091773117136117,-344.1927214735655
2.0,60.0,0.0091773117136117,-344.1927214735655
2.0,61.0,0.0091773117136117,-344.1927214735655
2.0,62.0,0.0091773117136117,-344.1927214735654
2.0,63.0,0.0091773117136117,-344.1927214735654
2.0,64.0,0.0091773117136117,-344.1927214735654
2.0,65.0,0.0091773117136117,-344.19272147356537
2.0,66.0,0.0091773117136117,-344.19272147356537
2.0,67.0,0.0091773117136117,-344.19272147356537
2.0,68.0,0.0091773117136117,-344.1927214735653
2.0,69.0,0.0091773117136117,-344.1927214735653
2.0,70.0,0.0091773117136117,-344.1927214735653
2.0,71.0,0.0091773117136117,-344.1927214735653
2.0,72.0,0.0091773117136117,-344.1927214735652
2.0,73.0,0.0091773117136117,-344.1927214735652
2.0,74.0,0.0091773117136117,-344.1927214735652
2.0,75.0,0.0091773117136117,-344.1927214735652
2.0,76.0,0.0091773117136117,-344.1927214735651
2.0,77.0,0.0091773117136117,-344.1927214735651
2.0,78.0,0.0091773117136117,-344.1927214735651
2.0,79.0,0.0091773117136117,-344.1927214735651
2.0,80.0,0.0091773117136117,-344.192721473565
2.0,81.0,0.0091773117136117,-344.192721473565
2.0,82.0,0.0091773117136117,-344.192721473565
2.0,83.0,0.0091773117136117,-344.192721473565
2.0,84.0,0.0091773117136117,-344.192721473565
2.0,85.0,0.0091773117136117,-344.19272147356486
2.0,86.0,0.0091773117136117,-344.19272147356486
2.0,87.0,0.0091773117136117,-344.19272147356486
2.0,88.0,0.0091773117136117,-344.19272147356486
2.0,89.0,0.0091773117136117,-344.19272147356486
2.0,90.0,0.0091773117136117,-344.19272147356486
2.0,91.0,0.0091773117136117,-344.19272147356486
2.0,92.0,0.0091773117136117,-344.19272147356486
2.0,93.0,0.0091773117136117,-344.19272147356486
2.0,94.0,0.0091773117136117,-344.19272147356486
2.0,95.0,0.0091773117136117,-344.19272147356486
2.0,96.0,0.0091773117136117,-344.1927214735648
2.0,97.0,0.0091773117136117,-344.1927214735648
2.0,98.0,0.0091773117136117,-344.1927214735648
2.0,99.0,0.0091773117136117,-344.1927214735648
2.0,100.0,0.0091773117136117,-344.1927214735648
3.0,0.0,-0.9824900065968364,-323.2480185660765
3.0,1.0,-0.9824900065968364,-323.24801856615187
3.0,2.0,-0.9824900065968364,-323.24801856614454
3.0,3.0,-0.9824900065968364,-323.2480185661385
3.0,4.0,-0.9824900065968364,-323.2480185661335
3.0,5.0,-0.9824900065968364,-323.2480185661293
3.0,6.0,-0.9824900065968364,-323.2480185661256
3.0,7.0,-0.9824900065968364,-323.24801856612237
3.0,8.0,-0.9824900065968364,-323.2480185661196
3.0,9.0,-0.9824900065968364,-323.24801856611714
3.0,10.0,-0.9824900065968364,-323.248018566115
3.0,11.0,-0.9824900065968364,-323.24801856611293
3.0,12.0,-0.9824900065968364,-323.24801856611106
3.0,13.0,-0.9824900065968364,-323.24801856610947
3.0,14.0,-0.9824900065968364,-323.24801856610793
3.0,15.0,-0.9824900065968364,-323.2480185661066
3.0,16.0,-0.9824900065968364,-323.2480185661053
3.0,17.0,-0.9824900065968364,-323.24801856610424
3.0,18.0,-0.9824900065968364,-323.24801856610316
3.0,19.0,-0.9824900065968364,-323.2480185661022
3.0,20.0,-0.9824900065968364,-323.2480185661014
3.0,21.0,-0.9824900065968364,-323.2480185661005
3.0,22.0,-0.9824900065968364,-323.24801856609974
3.0,23.0,-0.9824900065968364,-323.248018566099
3.0,24.0,-0.9824900065968364,-323.2480185660983
3.0,25.0,-0.9824900065968364,-323.2480185660975
3.0,26.0,-0.9824900065968364,-323.248018566097
3.0,27.0,-0.9824900065968364,-323.24801856609645
3.0,28.0,-0.9824900065968364,-323.2480185660958
3.0,29.0,-0.9824900065968364,-323.2480185660953
3.0,30.0,-0.9824900065968364,-323.2480185660949
3.0,31.0,-0.9824900065968364,-323.24801856609446
3.0,32.0,-0.9824900065968364,-323.24801856609395
3.0,33.0,-0.9824900065968364,-323.2480185660936
3.0,34.0,-0.9824900065968364,-323.24801856609315
3.0,35.0,-0.9824900065968364,-323.24801856609275
3.0,36.0,-0.9824900065968364,-323.24801856609224
3.0,37.0,-0.9824900065968364,-323.248018566092
3.0,38.0,-0.9824900065968364,-323.2480185660918
3.0,39.0,-0.9824900065968364,-323.2480185660914
3.0,40.0,-0.9824900065968364,-323.248018566091
3.0,41.0,-0.9824900065968364,-323.24801856609076
3.0,42.0,-0.9824900065968364,-323.2480185660905
3.0,43.0,-0.9824900065968364,-323.24801856609025
3.0,44.0,-0.9824900065968364,-323.24801856608997
3.0,45.0,-0.9824900065968364,-323.2480185660897
3.0,46.0,-0.9824900065968364,-323.24801856608946
3.0,47.0,-0.9824900065968364,-323.24801856608923
3.0,48.0,-0.9824900065968364,-323.24801856608906
3.0,49.0,-0.9824900065968364,-323.2480185660887
3.0,50.0,-0.9824900065968364,-323.2480185660886
3.0,51.0,-0.9824900065968364,-323.2480185660884
3.0,52.0,-0.9824900065968364,-323.24801856608815
3.0,53.0,-0.9824900065968364,-323.2480185660879
3.0,54.0,-0.9824900065968364,-323.2480185660878
3.0,55.0,-0.9824900065968364,-323.2480185660876
3.0,56.0,-0.9824900065968364,-323.24801856608747
3.0,57.0,-0.9824900065968364,-323.2480185660873
3.0,58.0,-0.9824900065968364,-323.24801856608707
3.0,59.0,-0.9824900065968364,-323.24801856608707
3.0,60.0,-0.9824900065968364,-323.24801856608684
3.0,61.0,-0.9824900065968364,-323.2480185660866
3.0,62.0,-0.9824900065968364,-323.2480185660865
3.0,63.0,-0.9824900065968364,-323.2480185660864
3.0,64.0,-0.9824900065968364,-323.2480185660862
3.0,65.0,-0.9824900065968364,-323.24801856608616
3.0,66.0,-0.9824900065968364,-323.24801856608593
3.0,67.0,-0.9824900065968364,-323.2480185660859
3.0,68.0,-0.9824900065968364,-323.24801856608576
3.0,69.0,-0.9824900065968364,-323.24801856608553
3.0,70.0,-0.9824900065968364,-323.24801856608553
3.0,71.0,-0.9824900065968364,-323.24801856608525
3.0,72.0,-0.9824900065968364,-323.24801856608525
3.0,73.0,-0.9824900065968364,-323.2480185660852
3.0,74.0,-0.9824900065968364,-323.2480185660851
3.0,75.0,-0.9824900065968364,-323.2480185660851
3.0,76.0,-0.9824900065968364,-323.24801856608485
