X1,y,Rzeczywiste wartości,Wartości z wyrażenia
-3.14,-3.14,-2.9999971463869137,-3.859411050222085
-3.14,-3.0772,-2.9999971463869137,-3.859411050222085
-3.14,-3.0144,-2.9999971463869137,-3.859411050222085
-3.14,-2.9516,-2.9999971463869137,-3.859411050222085
-3.14,-2.8888,-2.9999971463869137,-3.859411050222085
-3.14,-2.826,-2.9999971463869137,-3.859411050222085
-3.14,-2.7632,-2.9999971463869137,-3.859411050222085
-3.14,-2.7004,-2.9999971463869137,-3.859411050222085
-3.14,-2.6376,-2.9999971463869137,-3.859411050222085
-3.14,-2.5748,-2.9999971463869137,-3.859411050222085
-3.14,-2.512,-2.9999971463869137,-3.859411050222085
-3.14,-2.4492,-2.9999971463869137,-3.859411050222085
-3.14,-2.3864,-2.9999971463869137,-3.859411050222085
-3.14,-2.3236,-2.9999971463869137,-3.859411050222085
-3.14,-2.2608,-2.9999971463869137,-3.859411050222085
-3.14,-2.198,-2.9999971463869137,-3.859411050222085
-3.14,-2.1352,-2.9999971463869137,-3.859411050222085
-3.14,-2.0724,-2.9999971463869137,-3.859411050222085
-3.14,-2.0096,-2.9999971463869137,-3.859411050222085
-3.14,-1.9468,-2.9999971463869137,-3.859411050222085
-3.14,-1.884,-2.9999971463869137,-3.859411050222085
-3.14,-1.8212,-2.9999971463869137,-3.859411050222085
-3.14,-1.7584,-2.9999971463869137,-3.859411050222085
-3.14,-1.6956,-2.9999971463869137,-3.859411050222085
-3.14,-1.6328,-2.9999971463869137,-3.859411050222085
-3.14,-1.57,-2.9999971463869137,-3.859411050222085
-3.14,-1.5072,-2.9999971463869137,-3.859411050222085
-3.14,-1.4444,-2.9999971463869137,-3.859411050222085
-3.14,-1.3816,-2.9999971463869137,-3.859411050222085
-3.14,-1.3188,-2.9999971463869137,-3.859411050222085
-3.14,-1.256,-2.9999971463869137,-3.859411050222085
-3.14,-1.1932,-2.9999971463869137,-3.859411050222085
-3.14,-1.1304,-2.9999971463869137,-3.859411050222085
-3.14,-1.0676,-2.9999971463869137,-3.859411050222085
-3.14,-1.0048,-2.9999971463869137,-3.859411050222085
-3.14,-0.942,-2.9999971463869137,-3.859411050222085
-3.14,-0.8792,-2.9999971463869137,-3.859411050222085
-3.14,-0.8164,-2.9999971463869137,-3.859411050222085
-3.14,-0.7536,-2.9999971463869137,-3.859411050222085
-3.14,-0.6908,-2.9999971463869137,-3.859411050222085
-3.14,-0.628,-2.9999971463869137,-3.859411050222085
-3.14,-0.5652,-2.9999971463869137,-3.859411050222085
-3.14,-0.5024,-2.9999971463869137,-3.859411050222085
-3.14,-0.4396,-2.9999971463869137,-3.859411050222085
-3.14,-0.3768,-2.9999971463869137,-3.859411050222085
-3.14,-0.314,-2.9999971463869137,-3.859411050222085
-3.14,-0.2512,-2.9999971463869137,-3.859411050222085
-3.14,-0.1884,-2.9999971463869137,-3.859411050222085
-3.14,-0.1256,-2.9999971463869137,-3.859411050222085
-3.14,-0.0628,-2.9999971463869137,-3.859411050222085
-3.14,0.0,-2.9999971463869137,-3.859411050222085
-3.14,0.0628,-2.9999971463869137,-3.859411050222085
-3.14,0.1256,-2.9999971463869137,-3.859411050222085
-3.14,0.1884,-2.9999971463869137,-3.859411050222085
-3.14,0.2512,-2.9999971463869137,-3.859411050222085
-3.14,0.314,-2.9999971463869137,-3.859411050222085
-3.14,0.3768,-2.9999971463869137,-3.859411050222085
-3.14,0.4396,-2.9999971463869137,-3.859411050222085
-3.14,0.5024,-2.9999971463869137,-3.859411050222085
-3.14,0.5652,-2.9999971463869137,-3.859411050222085
-3.14,0.628,-2.9999971463869137,-3.859411050222085
-3.14,0.6908,-2.9999971463869137,-3.859411050222085
-3.14,0.7536,-2.9999971463869137,-3.859411050222085
-3.14,0.8164,-2.9999971463869137,-3.859411050222085
-3.14,0.8792,-2.9999971463869137,-3.859411050222085
-3.14,0.942,-2.9999971463869137,-3.859411050222085
-3.14,1.0048,-2.9999971463869137,-3.859411050222085
-3.14,1.0676,-2.9999971463869137,-3.859411050222085
-3.14,1.1304,-2.9999971463869137,-3.859411050222085
