x,Rzeczywiste wartości,Wartości z wyrażenia
0.0,0.0,
0.09,0.17235539248210482,0.18258320167251263
0.18,0.33102887695514666,0.33143589090233494
0.27,0.47803380094099984,0.4751502624517059
0.36,0.6149693994959214,0.6122752477667479
0.45,0.743127112864966,0.7418938373738833
0.54,0.8635648328510757,0.8638284087902806
0.63,0.9771600296373418,0.9784541284376278
0.72,1.0846485816507234,1.0864267563197565
0.81,1.1866536905554688,1.1884751510025557
0.9,1.2837077723447894,1.2852861020828312
0.99,1.376269277472802,1.3774579754159602
1.08,1.4647357874264533,1.4654929829397085
1.17,1.5494543351047363,1.5498066545849776
1.26,1.6307296265683888,1.630742641075214
1.35,1.7088306563121352,1.7085873642963811
1.44,1.783996078610221,1.7835824974566092
1.53,1.8564386054788575,1.8559348803303433
1.62,1.926348635546011,1.9258241210133384
1.71,1.9938972697832191,1.9934083221723093
1.8,2.0592388343623163,2.0588283652335675
1.89,2.1225130042486815,2.1222111166534288
1.98,2.183846601034626,2.183671840314072
2.07,2.2433551231982114,2.2433160291491636
2.16,2.3011440551976414,2.3012408124918307
2.25,2.3573099926832923,2.357536052745086
2.34,2.411941613977218,2.412285213387033
2.43,2.465120522355697,2.465566057428068
2.52,2.5169219792200113,2.5174512189850273
2.61,2.567415544689579,2.568008678862382
2.7,2.616665639300358,2.617302166612137
2.79,2.66473203818867,2.665391505519353
2.88,2.711670307270364,2.7123329126378626
2.97,2.7575321893981983,2.758179262888898
3.06,2.8023659472272824,2.8029803239850253
3.15,2.846216668485214,2.846782967306201
3.24,2.8891265384877327,2.8896313586590274
3.33,2.931135084028797,2.931567131970507
3.42,2.9722793921792134,2.972629548315602
3.51,3.012594307029174,3.0128556421909853
3.6,3.0521126069900983,3.0522803565804617
3.69,3.090865164916376,3.090936668078635
3.78,3.1288810930067292,3.1288557031249775
3.87,3.166187874188997,3.1660668462339894
3.96,3.202811481473672,3.202597840976248
4.05,3.2387764865745368,3.238474884360986
4.14,3.2741061589341474,3.2737227151868975
4.23,3.3088225561536633,3.3083646968593357
4.32,3.3429466067071063,3.3424228951153596
4.41,3.3764981857167804,3.3759181510506373
4.5,3.4094961844768505,3.4088701498019605
4.59,3.4419585743340155,3.4412974852046614
4.68,3.4739024654661197,3.473217720714387
4.77,3.5053441610400164,3.504647446856611
4.86,3.5362992071778425,3.5356023354443575
4.95,3.5667824391150766,3.5660971907842645
5.04,3.596808023893447,3.596145998073077
5.13,3.62638949989624,3.6257619691704286
5.22,3.655539813502176,3.6549575859193513
5.31,3.6842713531062437,3.683744641172903
5.4,3.7125959807312525,3.7121342776736608
5.49,3.740525061431997,3.740137024922392
5.58,3.768069490674452,3.767762834162932
5.67,3.7952397198550645,3.7950211116020554
5.76,3.8220457801097454,3.8219207499760284
5.85,3.8484973045482676,3.8484701585693646
5.94,3.874603549037426,3.8746772917863397
6.03,3.900373411645147,3.900549676371912
6.12,3.925815450847769,3.9260944373761073
6.21,3.9509379025937155,3.9513183229547364
6.3,3.975748696308691,3.976227728099892
6.39,4.000255469920221,4.000828717396242
6.48,4.024465583972772,4.025127046904428
6.57,4.048386134898715,4.04912818528148
6.66,4.072023967505,4.072837334261303
6.75,4.095385686730511,4.096259448637475
6.84,4.1184776687246325,4.119399255918144
6.93,4.1413060712935135,4.142261275862092
7.02,4.163876843756846,4.16484984016084
7.11,4.186195736254643,4.187169112610746
7.2,4.208268308540415,4.209223110284901
7.29,4.230099938294407,4.231015726057043
7.38,4.251695828987984,4.252550754091252
7.47,4.273061017327926,4.273831918454199
7.56,4.294200380307301,4.294862907683559
7.65,4.315118641887576,4.315647417518069
7.74,4.335820379334888,4.336189206142194
7.83,4.356310029231738,4.356492168518138
7.92,4.376591893183836,4.376560440454725
8.01,4.396670143240493,4.39639855018509
8.1,4.416548827045609,4.4160116482101905
8.19,4.436231872735191,4.435405870914249
8.28,4.455723093596219,4.454588943138532
8.37,4.475026192500661,4.473571230931527
8.46,4.494144766127574,4.492367699337259
8.55,4.513082308985278,4.5110018432177625
8.64,4.531842217244908,4.529514390496966
8.73,4.550427792395827,4.547985268931585
8.82,4.568842244732749,4.566600474587605
8.91,4.587088696683793,4.58592630719399
9.0,4.605170185988092,4.608944024563061
