x,Rzeczywiste wartości,Wartości z wyrażenia
0.0,1.0,
0.07,1.0674938475908125,1.197439565968847
0.14,1.1297591108568736,1.2423353556832164
0.21,1.186490814570248,1.2736869684571126
0.28,1.2374110868748847,1.2991054550213397
0.35,1.2822705203028302,1.3209449895838503
0.42,1.3208493933718783,1.3400291968687896
0.49,1.3529587467812796,1.3565817403668854
0.56,1.3784413089342995,1.370533824953181
0.63,1.3971722662544215,1.381645954187546
0.7,1.4090598745221794,1.389563384542671
0.77,1.4140459082383,1.3938454440892276
0.84,1.4121059458121674,1.3939846226952466
0.91,1.4032494891787621,1.389422739730067
0.98,1.3875199172581878,1.3795680534405044
1.05,1.3649942734857439,1.363815588442046
1.12,1.3357828884532172,1.3415720277574927
1.19,1.3000288395096995,1.3122857525360738
1.26,1.257907249968805,1.2754817990804845
1.33,1.2096244313547677,1.230800559784295
1.4,1.155416872888701,1.178038002325005
1.47,1.0955500831645126,1.1171841324513272
1.54,1.0303172896879451,1.0484555733963161
1.61,0.9600380026484028,0.9723177276104584
1.68,0.8850564499582049,0.8894922597498033
1.75,0.8057398912244448,0.8009467428752483
1.82,0.7224768189116223,0.7078652127940944
1.89,0.6356750555057482,0.611600829015331
1.96,0.5457597560000138,0.5136143962564772
2.03,0.4531713254858511,0.4154046150360305
2.1,0.3583632620490161,0.3184371239942176
2.17,0.2617999355361979,0.2240794063156414
2.24,0.16395431307174,0.13354749374124195
2.31,0.0653056424649099,0.047868429656329134
2.38,-0.0336628951456322,-0.03213986890108164
2.45,-0.1324665519128038,-0.10587188265659123
2.52,-0.2306213875758081,-0.17292306620674733
2.59,-0.3276466397992895,-0.23306680398051385
2.66,-0.4230670789470068,-0.28622296396535
2.73,-0.5164153357563498,-0.33242073731620686
2.8,-0.607234190512753,-0.3717573666514292
2.87,-0.6950788125116254,-0.40435278158670035
2.94,-0.7795189388389137,-0.4302980039602869
3.01,-0.8601409817986416,-0.4495926737536029
3.08,-0.9365500546652326,-0.4620432237313182
3.15,-1.0083719058384906,-0.4671925317867375
3.22,-1.0752547519277522,-0.46402448065851
3.29,-1.1368710007867513,-0.4506835782901087
3.36,-1.1929188560597894,-0.4238057192594857
3.43,-1.243123795380131,-0.37728536968889015
3.5,-1.2872399149804161,-0.2997004369037006
3.57,-1.3250511341291904,-0.16830397983416634
3.64,-1.3563722534942169,0.06765831300371039
3.71,-1.3810498622487113,0.547812983249166
3.78,-1.3989630894774947,1.8604984204879782
3.85,-1.4100241962026752,15.299996755718661
3.92,-1.4141790051291154,-5.629332581644339
3.99,-1.411407166004799,-3.0309939422775667
4.06,-1.401722255296352,-2.2712991816461656
4.13,-1.3851717096915186,-1.8898077136235851
4.2,-1.3618365937542876,-1.6509321967620836
4.27,-1.3318312028706991,-1.4832869993483853
4.34,-1.295302503430101,-1.3576868449511987
4.41,-1.2524294129838496,-1.2596127906535401
4.48,-1.2034219239072326,-1.180765168377315
4.55,-1.148520074856923,-1.1159219188365432
4.62,-1.087992775061757,-1.0615807618413233
4.69,-1.0221364872054712,-1.0152901693837193
4.76,-0.9512737753526264,-0.9752825848511996
4.83,-0.8757517250299799,-0.9402552098127567
4.9,-0.7959402432017567,-0.9092308244102247
4.97,-0.712230246465523,-0.881465486557595
5.04,-0.625031746342887,-0.8563853929544155
5.11,-0.534771841043279,-0.8335426806306249
5.18,-0.4418926235371358,-0.8125839216823924
5.25,-0.3468490161847513,-0.793227326419982
5.32,-0.2501065425267934,-0.775246032193826
5.39,-0.1521390471502342,-0.7584557102160151
5.46,-0.0534263747977994,-0.742705276546868
5.53,0.0455479799113313,-0.7278698608278652
5.6,0.144299240637928,-0.713845434703578
5.67,0.2423437237569773,-0.7005446723813439
5.74,0.3392012074398265,-0.6878937343965652
5.81,0.4343972837804597,-0.6758297491480225
5.88,0.5274656824451852,-0.6642988261709919
5.95,0.6179505544644869,-0.6532544777969366
6.02,0.7054087049810487,-0.6426563567986919
6.09,0.7894117640179459,-0.6324692402598235
6.16,0.8695482846345669,-0.6226622066048548
6.23,0.9454257581935251,-0.6132079651400062
6.3,1.0166725368677647,-0.6040823067512037
6.37,1.082939653971432,-0.5952636514200658
6.44,1.1439025331985198,-0.5867326735488972
6.51,1.1992625783974549,-0.5784719901765691
6.58,1.2487486360948974,-0.5704659004604221
6.65,1.2921183236053122,-0.5627001758390104
6.72,1.329159216221242,-0.5551618173386956
6.79,1.3596898876694183,-0.5478390304574647
6.86,1.3835607987365532,-0.5407209441747794
6.93,1.4006550297123317,-0.5337975804469653
7.0,1.4108888530620938,-0.5270597360046788
