2 100 -20 20 1111
-1000.0000 -1000.0000 3993001.00000000
-1000.0000 -800.0000 3394401.00000000
-1000.0000 -600.0000 2795801.00000000
-1000.0000 -400.0000 2197201.00000000
-1000.0000 -200.0000 1598601.00000000
-1000.0000 0.0000 1000001.00000000
-1000.0000 200.0000 401401.00000000
-1000.0000 400.0000 -197199.00000000
-1000.0000 600.0000 -795799.00000000
-1000.0000 800.0000 -1394399.00000000
-1000.0000 1000.0000 -1992999.00000000
-980.0000 -1000.0000 3893401.00000000
-980.0000 -800.0000 3306801.00000000
-980.0000 -600.0000 2720201.00000000
-980.0000 -400.0000 2133601.00000000
-980.0000 -200.0000 1547001.00000000
-980.0000 0.0000 960401.00000000
-980.0000 200.0000 373801.00000000
-980.0000 400.0000 -212799.00000000
-980.0000 600.0000 -799399.00000000
-980.0000 800.0000 -1385999.00000000
-980.0000 1000.0000 -1972599.00000000
-960.0000 -1000.0000 3794601.00000000
-960.0000 -800.0000 3220001.00000000
-960.0000 -600.0000 2645401.00000000
-960.0000 -400.0000 2070801.00000000
-960.0000 -200.0000 1496201.00000000
-960.0000 0.0000 921601.00000000
-960.0000 200.0000 347001.00000000
-960.0000 400.0000 -227599.00000000
-960.0000 600.0000 -802199.00000000
-960.0000 800.0000 -1376799.00000000
-960.0000 1000.0000 -1951399.00000000
-940.0000 -1000.0000 3696601.00000000
-940.0000 -800.0000 3134001.00000000
-940.0000 -600.0000 2571401.00000000
-940.0000 -400.0000 2008801.00000000
-940.0000 -200.0000 1446201.00000000
-940.0000 0.0000 883601.00000000
-940.0000 200.0000 321001.00000000
-940.0000 400.0000 -241599.00000000
-940.0000 600.0000 -804199.00000000
-940.0000 800.0000 -1366799.00000000
-940.0000 1000.0000 -1929399.00000000
-920.0000 -1000.0000 3599401.00000000
-920.0000 -800.0000 3048801.00000000
-920.0000 -600.0000 2498201.00000000
-920.0000 -400.0000 1947601.00000000
-920.0000 -200.0000 1397001.00000000
-920.0000 0.0000 846401.00000000
-920.0000 200.0000 295801.00000000
-920.0000 400.0000 -254799.00000000
-920.0000 600.0000 -805399.00000000
-920.0000 800.0000 -1355999.00000000
-920.0000 1000.0000 -1906599.00000000
-900.0000 -1000.0000 3503001.00000000
-900.0000 -800.0000 2964401.00000000
-900.0000 -600.0000 2425801.00000000
-900.0000 -400.0000 1887201.00000000
-900.0000 -200.0000 1348601.00000000
-900.0000 0.0000 810001.00000000
-900.0000 200.0000 271401.00000000
-900.0000 400.0000 -267199.00000000
-900.0000 600.0000 -805799.00000000
-900.0000 800.0000 -1344399.00000000
-900.0000 1000.0000 -1882999.00000000
-880.0000 -1000.0000 3407401.00000000
-880.0000 -800.0000 2880801.00000000
-880.0000 -600.0000 2354201.00000000
