X1,y,Rzeczywiste wartości,Wartości z wyrażenia
-10.0,-10.0,-30.0,-30.0
-10.0,-9.8,-29.6,-29.6
-10.0,-9.6,-29.2,-29.200000000000003
-10.0,-9.4,-28.8,-28.799999999999997
-10.0,-9.2,-28.4,-28.4
-10.0,-9.0,-28.0,-28.0
-10.0,-8.8,-27.6,-27.6
-10.0,-8.6,-27.2,-27.200000000000003
-10.0,-8.4,-26.8,-26.799999999999997
-10.0,-8.2,-26.4,-26.4
-10.0,-8.0,-26.0,-26.0
-10.0,-7.8,-25.6,-25.6
-10.0,-7.6,-25.2,-25.200000000000003
-10.0,-7.4,-24.8,-24.799999999999997
-10.0,-7.2,-24.4,-24.4
-10.0,-7.0,-24.0,-24.0
-10.0,-6.8,-23.6,-23.6
-10.0,-6.6,-23.2,-23.200000000000003
-10.0,-6.4,-22.8,-22.799999999999997
-10.0,-6.2,-22.4,-22.4
-10.0,-6.0,-22.0,-22.0
-10.0,-5.8,-21.6,-21.6
-10.0,-5.6,-21.2,-21.2
-10.0,-5.4,-20.8,-20.8
-10.0,-5.2,-20.4,-20.4
-10.0,-5.0,-20.0,-20.0
-10.0,-4.8,-19.6,-19.6
-10.0,-4.6,-19.2,-19.2
-10.0,-4.4,-18.8,-18.8
-10.0,-4.2,-18.4,-18.4
-10.0,-4.0,-18.0,-18.0
-10.0,-3.8,-17.6,-17.6
-10.0,-3.6,-17.2,-17.2
-10.0,-3.4,-16.8,-16.8
-10.0,-3.2,-16.4,-16.4
-10.0,-3.0,-16.0,-16.0
-10.0,-2.8,-15.6,-15.600000000000001
-10.0,-2.6,-15.2,-15.2
-10.0,-2.4,-14.8,-14.8
-10.0,-2.2,-14.4,-14.399999999999999
-10.0,-2.0,-14.0,-14.0
-10.0,-1.8,-13.6,-13.600000000000001
-10.0,-1.6,-13.2,-13.2
-10.0,-1.4,-12.8,-12.8
-10.0,-1.2,-12.4,-12.399999999999999
-10.0,-1.0,-12.0,-12.0
-10.0,-0.8,-11.6,-11.600000000000001
-10.0,-0.6,-11.2,-11.2
-10.0,-0.4,-10.8,-10.8
-10.0,-0.2,-10.4,-10.399999999999999
-10.0,0.0,-10.0,-10.0
-10.0,0.2,-9.6,-9.600000000000001
-10.0,0.4,-9.2,-9.2
-10.0,0.6,-8.8,-8.8
-10.0,0.8,-8.4,-8.399999999999999
-10.0,1.0,-8.0,-8.0
-10.0,1.2,-7.6,-7.6000000000000005
-10.0,1.4,-7.2,-7.199999999999999
-10.0,1.6,-6.8,-6.800000000000001
-10.0,1.8,-6.4,-6.3999999999999995
-10.0,2.0,-6.0,-6.0
-10.0,2.2,-5.6,-5.6
-10.0,2.4,-5.2,-5.199999999999999
-10.0,2.6,-4.8,-4.800000000000001
-10.0,2.8,-4.4,-4.4
-10.0,3.0,-4.0,-4.0
-10.0,3.2,-3.6,-3.5999999999999996
-10.0,3.4,-3.2,-3.1999999999999997
-10.0,3.6,-2.8,-2.8000000000000003
-10.0,3.8,-2.4,-2.4000000000000004
-10.0,4.0,-2.0,-2.0
-10.0,4.2,-1.6,-1.5999999999999996
-10.0,4.4,-1.2,-1.1999999999999993
-10.0,4.6,-0.8,-0.8000000000000007
-10.0,4.8,-0.4,-0.40000000000000036
-10.0,5.0,0.0,0.0
-10.0,5.2,0.4,0.40000000000000036
-10.0,5.4,0.8,0.8000000000000007
-10.0,5.6,1.2,1.1999999999999993
-10.0,5.8,1.6,1.5999999999999996
-10.0,6.0,2.0,2.0
-10.0,6.2,2.4,2.4000000000000004
-10.0,6.4,2.8,2.8000000000000007
-10.0,6.6,3.2,3.1999999999999993
-10.0,6.8,3.6,3.5999999999999996
-10.0,7.0,4.0,4.0
-10.0,7.2,4.4,4.4
-10.0,7.4,4.8,4.800000000000001
-10.0,7.6,5.2,5.199999999999999
-10.0,7.8,5.6,5.6
-10.0,8.0,6.0,6.0
-10.0,8.2,6.4,6.399999999999999
