1 100 -20 20 101
-1.5708 1.5573825596763948287
-1.5394 1.7961683261484082674
-1.5080 2.0957630325217815326
-1.4765 2.4877465857414002848
-1.4451 3.0236352627695266548
-1.4137 3.8111479493521298600
-1.3823 5.0950973563567476532
-1.3509 7.5896558138428558138
-1.3195 14.639225303572862558
-1.2881 185.05750233167128727
-1.2566 -17.343015292919368164
-1.2252 -8.2657302955779901055
-1.1938 -5.3974222227885846337
-1.1624 -3.9827698496872456779
-1.1310 -3.1347880406558892297
-1.0996 -2.5660713611379626364
-1.0681 -2.1542628805315779950
-1.0367 -1.8418697568567745648
-1.0053 -1.5943291247365387608
-0.9739 -1.3919004781615884614
-0.9425 -1.2220556085505214217
-0.9111 -1.0764517561465147821
-0.8796 -0.94892993081320442528
-0.8482 -0.83615293910033050562
-0.8168 -0.73464305377983540879
-0.7854 -0.64209780355142231922
-0.7540 -0.55673588201200141512
-0.7226 -0.47714867265519478323
-0.6912 -0.40219827025512944196
-0.6597 -0.33072364615690741374
-0.6283 -0.26238420821497659974
-0.5969 -0.19626328876708873383
-0.5655 -0.13175454357919771931
-0.5341 -0.068305935285875210572
-0.5027 -0.0054000524886122277385
-0.4712 0.057663785643520232282
-0.4398 0.12098517255771762402
-0.4084 0.18527742783928163872
-0.3770 0.25108544795713322317
-0.3456 0.31900488119782249852
-0.3142 0.38970500677322139627
-0.2827 0.46420036625511673645
-0.2513 0.54293130995863925214
-0.2199 0.62722818313997186213
-0.1885 0.71844773921095606006
-0.1571 0.81829950097680781429
-0.1257 0.92898484364945654868
-0.0942 1.0538263406630887786
-0.0628 1.1959623863217592188
-0.0314 1.3612157542007621291
0.0000 1.5574077246549022924
0.0314 1.7961993741086617060
0.0628 2.0958026466114896280
0.0942 2.4863622850516704510
0.1257 3.0237097744366221441
0.1571 3.8112620044523630725
0.1885 5.0952954231151048603
0.2199 7.5900863586104101444
0.2513 14.640807206636063498
0.2827 185.30943940346296017
0.3142 -17.340798574358448292
0.3456 -8.2652210564681567462
0.3770 -5.3972008683090217929
0.4084 -3.9826459747952211998
0.4398 -3.1347085036678588033
0.4712 -2.5660156417075428159
0.5027 -2.1542214411999762724
0.5341 -1.8418374883026353839
0.5655 -1.5943031048985540910
0.5969 -1.3918788991328385762
0.6283 -1.2220372910294909907
0.6597 -1.0764358972207710430
0.6912 -0.94891596929292032492
0.7226 -0.83614045651133994674
0.7540 -0.73463174257002672451
0.7854 -0.64208742834170906555
0.8168 -0.55672625858573721036
0.8482 -0.47713965371310312902
0.8796 -0.40218973548949060737
0.9111 -0.33071549622989021566
0.9425 -0.26237635605282211282
0.9739 -0.19625565938946126776
1.0053 -0.13174706964798180153
1.0367 -0.068298554603220124060
1.0681 -0.0053927058644711962573
1.0996 0.057671156484487416660
1.1310 0.12099262650698242028
1.1624 0.18528502644538266675
1.1938 0.25109325752811184618
1.2252 0.31901297522792571026
1.2566 0.38971346890691627163
1.2881 0.46420929571479252473
1.3195 0.54294082194050008461
1.3509 0.62723841978674255149
1.3823 0.71845887765560045857
1.4137 0.81831176672041372466
1.4451 0.92899853019940470400
1.4765 1.0534198181661351690
1.5080 1.1959802406505772865
1.5394 1.3612367130452229791
1.5708 1.5574328902092606786
