1 100 -20 20 101
-1.0000 -27.000000000000
-0.9800 -26.566760000000
-0.9600 -26.146880000000
-0.9400 -25.740120000000
-0.9200 -25.346240000000
-0.9000 -24.965000000000
-0.8800 -24.596160000000
-0.8600 -24.239480000000
-0.8400 -23.894720000000
-0.8200 -23.561640000000
-0.8000 -23.240000000000
-0.7800 -22.929560000000
-0.7600 -22.630080000000
-0.7400 -22.341320000000
-0.7200 -22.063040000000
-0.7000 -21.795000000000
-0.6800 -21.536960000000
-0.6600 -21.288680000000
-0.6400 -21.049920000000
-0.6200 -20.820440000000
-0.6000 -20.600000000000
-0.5800 -20.388360000000
-0.5600 -20.185280000000
-0.5400 -19.990520000000
-0.5200 -19.803840000000
-0.5000 -19.625000000000
-0.4800 -19.453760000000
-0.4600 -19.289880000000
-0.4400 -19.133120000000
-0.4200 -18.983240000000
-0.4000 -18.840000000000
-0.3800 -18.703160000000
-0.3600 -18.572480000000
-0.3400 -18.447720000000
-0.3200 -18.328640000000
-0.3000 -18.215000000000
-0.2800 -18.106560000000
-0.2600 -18.003080000000
-0.2400 -17.904320000000
-0.2200 -17.810040000000
-0.2000 -17.720000000000
-0.1800 -17.633960000000
-0.1600 -17.551680000000
-0.1400 -17.472920000000
-0.1200 -17.397440000000
-0.1000 -17.325000000000
-0.0800 -17.255360000000
-0.0600 -17.188280000000
-0.0400 -17.123520000000
-0.0200 -17.060840000000
0.0000 -17.000000000000
0.0200 -16.940760000000
0.0400 -16.882880000000
0.0600 -16.826120000000
0.0800 -16.770240000000
0.1000 -16.715000000000
0.1200 -16.660160000000
0.1400 -16.605480000000
0.1600 -16.550720000000
0.1800 -16.495640000000
0.2000 -16.440000000000
0.2200 -16.383560000000
0.2400 -16.326080000000
0.2600 -16.267320000000
0.2800 -16.207040000000
0.3000 -16.145000000000
0.3200 -16.080960000000
0.3400 -16.014680000000
0.3600 -15.945920000000
0.3800 -15.874440000000
0.4000 -15.800000000000
0.4200 -15.722360000000
0.4400 -15.641280000000
0.4600 -15.556520000000
0.4800 -15.467840000000
0.5000 -15.375000000000
0.5200 -15.277760000000
0.5400 -15.175880000000
0.5600 -15.069120000000
0.5800 -14.957240000000
0.6000 -14.840000000000
0.6200 -14.717160000000
0.6400 -14.588480000000
0.6600 -14.453720000000
0.6800 -14.312640000000
0.7000 -14.165000000000
0.7200 -14.010560000000
0.7400 -13.849080000000
0.7600 -13.680320000000
0.7800 -13.504040000000
0.8000 -13.320000000000
0.8200 -13.127960000000
0.8400 -12.927680000000
0.8600 -12.718920000000
0.8800 -12.501440000000
0.9000 -12.275000000000
0.9200 -12.039360000000
0.9400 -11.794280000000
0.9600 -11.539520000000
0.9800 -11.274840000000
1.0000 -11.000000000000
